epoch, iteration, loss, error
0, 0, 5721.14892578125, 75.63827514648438
0, 80, 572.6676635742188, 23.93047523498535
0, 160, 469.1670837402344, 21.66026496887207
0, 240, 375.92877197265625, 19.388883590698242
0, 320, 424.294189453125, 20.59840202331543
0, 400, 288.2140808105469, 16.97686767578125
0, 480, 495.349609375, 22.256452560424805
0, 560, 396.33087158203125, 19.90806007385254
0, 640, 248.17579650878906, 15.753597259521484
0, 720, 389.756103515625, 19.74224090576172
0, 800, 251.27432250976562, 15.851634979248047
1, 0, 274.9570617675781, 16.581830978393555
1, 80, 301.8589172363281, 17.374086380004883
1, 160, 325.8444519042969, 18.05116081237793
1, 240, 276.0248718261719, 16.613996505737305
1, 320, 251.45045471191406, 15.857189178466797
1, 400, 214.49234008789062, 14.645557403564453
1, 480, 312.6546630859375, 17.682044982910156
1, 560, 232.3545379638672, 15.243181228637695
1, 640, 241.51864624023438, 15.540868759155273
1, 720, 274.01611328125, 16.55343246459961
1, 800, 243.7974090576172, 15.614013671875
2, 0, 226.4879608154297, 15.049516677856445
2, 80, 229.5115509033203, 15.149638175964355
2, 160, 228.58404541015625, 15.118997573852539
2, 240, 231.35696411132812, 15.210424423217773
2, 320, 171.84689331054688, 13.109039306640625
2, 400, 179.58822631835938, 13.401054382324219
2, 480, 249.54312133789062, 15.7969331741333
2, 560, 257.93634033203125, 16.060396194458008
2, 640, 141.5257110595703, 11.89645767211914
2, 720, 247.69192504882812, 15.738231658935547
2, 800, 185.7078399658203, 13.627466201782227
3, 0, 241.86361694335938, 15.55196475982666
3, 80, 210.22987365722656, 14.499306678771973
3, 160, 240.67173767089844, 15.513598442077637
3, 240, 190.2156524658203, 13.791869163513184
3, 320, 200.90126037597656, 14.173964500427246
3, 400, 168.55862426757812, 12.983013153076172
3, 480, 259.9014892578125, 16.121461868286133
3, 560, 127.63422393798828, 11.297532081604004
3, 640, 96.79896545410156, 9.83864688873291
3, 720, 213.55413818359375, 14.613492012023926
3, 800, 232.42796325683594, 15.245587348937988
4, 0, 157.77896118164062, 12.561010360717773
4, 80, 165.36172485351562, 12.859304428100586
4, 160, 196.85606384277344, 14.030540466308594
4, 240, 148.17794799804688, 12.172837257385254
4, 320, 118.63969421386719, 10.89218521118164
4, 400, 135.96484375, 11.660395622253418
4, 480, 189.82406616210938, 13.777665138244629
4, 560, 133.50746154785156, 11.554542541503906
4, 640, 100.8631362915039, 10.04306411743164
4, 720, 185.98269653320312, 13.637547492980957
4, 800, 189.3717498779297, 13.76124095916748
5, 0, 191.32102966308594, 13.831884384155273
5, 80, 124.18864440917969, 11.143996238708496
5, 160, 153.25656127929688, 12.379683494567871
5, 240, 132.0587158203125, 11.491680145263672
5, 320, 145.66490173339844, 12.069171905517578
5, 400, 115.26542663574219, 10.736174583435059
5, 480, 213.73599243164062, 14.619712829589844
5, 560, 150.98880004882812, 12.287750244140625
5, 640, 86.34152221679688, 9.292014122009277
5, 720, 155.61502075195312, 12.474574089050293
5, 800, 144.5463104248047, 12.022740364074707
6, 0, 136.1803436279297, 11.669633865356445
6, 80, 153.65513610839844, 12.395770072937012
6, 160, 121.25685119628906, 11.011669158935547
6, 240, 105.7016830444336, 10.281132698059082
6, 320, 142.0781707763672, 11.91965389251709
6, 400, 111.67972564697266, 10.567863464355469
6, 480, 166.85055541992188, 12.91706371307373
6, 560, 179.75450134277344, 13.407254219055176
6, 640, 134.31919860839844, 11.589615821838379
6, 720, 129.7509765625, 11.390828132629395
6, 800, 96.18229675292969, 9.807256698608398
7, 0, 103.5270767211914, 10.174825668334961
7, 80, 152.53872680664062, 12.350656509399414
7, 160, 109.50157165527344, 10.464299201965332
7, 240, 106.77781677246094, 10.333334922790527
7, 320, 127.19290161132812, 11.277982711791992
7, 400, 123.53649139404297, 11.114697456359863
7, 480, 164.1560821533203, 12.81234073638916
7, 560, 114.173828125, 10.68521499633789
7, 640, 89.0050048828125, 9.434246063232422
7, 720, 132.95408630371094, 11.530570983886719
7, 800, 86.1675033569336, 9.282645225524902
8, 0, 112.67507934570312, 10.614850997924805
8, 80, 143.9290008544922, 11.997040748596191
8, 160, 118.34849548339844, 10.878808975219727
8, 240, 133.0684356689453, 11.535529136657715
8, 320, 99.84976959228516, 9.992486000061035
8, 400, 79.87164306640625, 8.937092781066895
8, 480, 159.77540588378906, 12.640231132507324
8, 560, 153.6934051513672, 12.39731502532959
8, 640, 110.8594970703125, 10.528983116149902
8, 720, 132.1802520751953, 11.496967315673828
8, 800, 97.01680755615234, 9.849711418151855
9, 0, 123.99847412109375, 11.135459899902344
9, 80, 99.78792572021484, 9.989389419555664
9, 160, 121.91143798828125, 11.041352272033691
9, 240, 86.2642822265625, 9.287856101989746
9, 320, 85.09988403320312, 9.224960327148438
9, 400, 93.99417877197266, 9.695059776306152
9, 480, 131.23406982421875, 11.455743789672852
9, 560, 109.35809326171875, 10.457441329956055
9, 640, 81.99671936035156, 9.055204391479492
9, 720, 99.99224090576172, 9.999611854553223
9, 800, 86.0799560546875, 9.277928352355957
10, 0, 102.20755004882812, 10.109774589538574
10, 80, 102.46627807617188, 10.122562408447266
10, 160, 92.73355102539062, 9.629826545715332
10, 240, 71.25330352783203, 8.441165924072266
10, 320, 81.877197265625, 9.048602104187012
10, 400, 68.38570404052734, 8.26956558227539
10, 480, 122.7962417602539, 11.08134651184082
10, 560, 104.20733642578125, 10.208199501037598
10, 640, 77.58004760742188, 8.807953834533691
10, 720, 105.56233215332031, 10.27435302734375
10, 800, 114.62223815917969, 10.706177711486816
11, 0, 100.33045196533203, 10.016509056091309
11, 80, 99.77660369873047, 9.988822937011719
11, 160, 62.584678649902344, 7.911048412322998
11, 240, 98.68973541259766, 9.934270858764648
11, 320, 101.27735137939453, 10.063665390014648
11, 400, 87.81510162353516, 9.370969772338867
11, 480, 124.94010925292969, 11.177661895751953
11, 560, 75.16929626464844, 8.670022964477539
11, 640, 87.53987884521484, 9.35627555847168
11, 720, 123.3038330078125, 11.104225158691406
11, 800, 63.45854949951172, 7.966087341308594
12, 0, 103.76194763183594, 10.186361312866211
12, 80, 108.25309753417969, 10.404475212097168
12, 160, 81.45439147949219, 9.025209426879883
12, 240, 66.15560913085938, 8.133610725402832
12, 320, 90.8779296875, 9.532991409301758
12, 400, 55.00215530395508, 7.4163432121276855
12, 480, 81.68168640136719, 9.03779125213623
