traj_num,trans_err,rot_err
0,0.8783484571509891,0.0366297951563158
1,0.27347253505140545,0.0073263810845674016
2,0.6897711705254472,0.018288639095692855
3,0.3809727430343628,0.002790821366943419
4,0.8102194081853937,0.06558662701260161
5,0.5294644147157669,0.011668339170864784
6,0.9521176129579544,0.05589132425375283
7,0.924390223249793,0.04074399165110663
8,0.8319895029067993,0.02265161674101061
9,0.8369600501927462,0.0258313724771142
