traj_num,trans_err,rot_err
0,0.8849967433346643,0.027617846074928013
1,0.13976350538432597,0.003758191739325412
2,0.6361952385176783,0.014962437844825099
3,0.4533102661371231,0.007242767373099923
4,0.5873239473612221,0.020724268226331333
5,0.3294482998549938,0.007078853820712538
6,0.9897324949502945,0.028550117288250475
7,1.2228744067251682,0.02119274279102683
8,0.6783027946949005,0.014379000632713239
9,0.9928384206511758,0.009605887390204192
